,tweet_source,tweet_text,tweet_date,tweet_vader_score,tweet_pos_score,tweet_neu_score,tweet_neg_score
267,The New York Times,"Breaking News: Iran appears to have stockpiled enough uranium for one nuclear weapon, but is far from making one. T… https://t.co/nnHwG7gSId",Tue Mar 03 23:58:03 +0000 2020,-0.1531,0.0,0.926,0.074
268,The New York Times,"The day after Joe Biden won the South Carolina primary, his spending on Facebook exploded: He poured more than $246… https://t.co/hwqXer7j71",Tue Mar 03 23:55:06 +0000 2020,0.5719,0.156,0.844,0.0
269,The New York Times,"The first Super Tuesday polls are set to close at 7 p.m. Eastern.

Find live results as we get them and updates fro… https://t.co/dKhaBJ5wzR",Tue Mar 03 23:50:06 +0000 2020,0.5994,0.151,0.849,0.0
270,The New York Times,"“I’ve never felt this unconvinced."" As Democrats headed to the polls for Super Tuesday, some weren’t sure they had… https://t.co/dwJnKTcIrz",Tue Mar 03 23:40:06 +0000 2020,0.7351,0.256,0.744,0.0
271,The New York Times,"President Trump’s re-election campaign sued The Washington Post for libel on Tuesday, citing 2 opinion articles fro… https://t.co/Q3XoD2mb0Q",Tue Mar 03 23:30:07 +0000 2020,0.0,0.0,1.0,0.0
272,The New York Times,Officials have vowed to disinfect equipment in New York City's subway — from train cars to MetroCard machines — eve… https://t.co/u9PdhycVa4,Tue Mar 03 23:20:06 +0000 2020,0.0,0.0,1.0,0.0
273,The New York Times,"In Opinion

KJ Dell’Antonia writes about being held in a Chinese quarantine facility for 10 days after being expose… https://t.co/lHbJ1nDaii",Tue Mar 03 23:00:04 +0000 2020,0.0,0.0,1.0,0.0
274,The New York Times,Find live results and updates from our reporters on the campaign trail before polls start to close on the East Coas… https://t.co/AgCaLSyRZP,Tue Mar 03 22:39:13 +0000 2020,0.0,0.0,1.0,0.0
275,The New York Times,"Our reporters are spread out across the country covering the latest from Super Tuesday. Find them all, and follow a… https://t.co/QVuwGQQNWQ",Tue Mar 03 22:37:56 +0000 2020,0.5994,0.163,0.837,0.0
276,The New York Times,"Ultimately, the allocation of the 1,357 delegates at stake is what really matters on Tuesday. But candidates will h… https://t.co/spw7xKEEZE",Tue Mar 03 22:36:31 +0000 2020,0.0507,0.059,0.941,0.0
277,The New York Times,Super Tuesday will tell us whether Mike Bloomberg's unprecedented campaign spending will pay off. He vastly outspen… https://t.co/M9b0WsDtr8,Tue Mar 03 22:35:37 +0000 2020,0.5423,0.183,0.751,0.066
278,The New York Times,"It's also a crucial test for Elizabeth Warren. With Amy Klobuchar and Pete Buttigieg ending their campaigns, she's… https://t.co/kX0vLsJqMc",Tue Mar 03 22:34:40 +0000 2020,0.0,0.0,1.0,0.0
279,The New York Times,"With so many states voting, the vast diversity of the U.S. will be on full display after contests earlier this year… https://t.co/52yapeNfd7",Tue Mar 03 22:32:08 +0000 2020,0.0,0.0,1.0,0.0
280,Fox News,"Devotees lit earthen lamps in Ayodhya, India as part of Diwali celebrations, also known as a festival of lights, on… https://t.co/uWGZnrkvqD",Thu Nov 08 07:51:00 +0000 2018,0.5719,0.207,0.793,0.0
281,Fox News,".@TGowdySC on Jeff Sessions resigning: ""It was going to happen...He's been a proverbial dead man walking for severa… https://t.co/ojKL4KMFTz",Thu Nov 08 07:41:00 +0000 2018,-0.7351,0.0,0.721,0.279
282,Fox News,Mob chants threats outside @TuckerCarlson’s DC home https://t.co/IJE8m5gjWi,Thu Nov 08 07:31:00 +0000 2018,-0.4215,0.0,0.714,0.286
283,Fox News,".@TuckerCarlson: ""Supporting marriage and children is the best, maybe the only way, for Republicans or any of us to… https://t.co/fqPwC8XTaY",Thu Nov 08 07:21:00 +0000 2018,0.7964,0.283,0.717,0.0
284,Fox News,.@KennedyNation: Dems in 2020 better without Nancy https://t.co/54vTCiffG4,Thu Nov 08 07:16:00 +0000 2018,0.4404,0.293,0.707,0.0
285,Fox News,Battleground-state Dems who opposed Kavanaugh all defeated https://t.co/guqMSVjd74,Thu Nov 08 07:11:00 +0000 2018,-0.4767,0.0,0.693,0.307
286,Fox News,".@Jim_Jordan on his run for House GOP leader: “We have to match [@POTUS’s] intensity, that’s what I want to do. If… https://t.co/2VOW1ykCsI",Thu Nov 08 07:01:00 +0000 2018,0.0772,0.061,0.939,0.0
287,Fox News,.@senatemajldr: Dem Votes Against Kavanaugh Were a 'Godsend' to GOP in Midterms https://t.co/ietr8sP4EQ,Thu Nov 08 06:51:00 +0000 2018,0.0,0.0,1.0,0.0
288,Fox News,.@marcthiessen: “There’s lots of things that Democrats could take a stand on that they find inherently unacceptable… https://t.co/c7UFDzFd60,Thu Nov 08 06:41:00 +0000 2018,0.0,0.0,1.0,0.0
289,Fox News,".@DarrellIssa on the Mueller probe: ""Two years is a long time to look for a crime you can't prove.""… https://t.co/plX9kxpSXy",Thu Nov 08 06:36:00 +0000 2018,-0.5423,0.0,0.829,0.171
290,Fox News,"Second teen dies of gunshot wound after Oklahoma mom's rampage, authorities say https://t.co/VUQxsa3mq3",Thu Nov 08 06:31:00 +0000 2018,0.0,0.0,1.0,0.0
291,Fox News,.@marcthiessen: “The president today made very clear that he wants to cut deals with the Democrats. And quite frank… https://t.co/MGVdJQVfUt,Thu Nov 08 06:21:00 +0000 2018,0.2006,0.126,0.783,0.091
292,Fox News,"Florida Highway Patrol cruiser hits 142 mph in pursuit, catches on fire https://t.co/GqWKI45AAm",Thu Nov 08 06:11:00 +0000 2018,-0.34,0.0,0.833,0.167
293,Fox News,Democratic strategist @LeslieMarshall: “What we need is not a wall — and not a wall that we can’t afford — but comp… https://t.co/TzRWVJQeVv,Thu Nov 08 06:01:00 +0000 2018,0.0,0.0,1.0,0.0
294,Fox News,"Sex offender gets 22 years after missing boy, 14, found in his room at halfway house, authorities say https://t.co/sDd0VQzob4",Thu Nov 08 05:51:00 +0000 2018,-0.5719,0.0,0.783,0.217
295,Fox News,".@POTUS touts Senate gains, @LelandVittert breaks down the results @foxnewsnight https://t.co/VMzif8sgHH",Thu Nov 08 05:41:00 +0000 2018,0.3182,0.192,0.72,0.088
296,Fox News,Former Kavanaugh colleague among group being considered to replace Sessions as AG: reports https://t.co/HxAlDZx2Mg,Thu Nov 08 05:31:00 +0000 2018,0.0,0.0,1.0,0.0
297,Fox News,"Too close to call: Meticulous vote count transpiring in Arizona Senate race, @aacuna1 reports @foxnewsnight https://t.co/DV6EX4Ogxe",Thu Nov 08 05:26:00 +0000 2018,0.0,0.0,1.0,0.0
298,Fox News,"Former SEAL Mocked by 'SNL' Wins TX House Seat, Calls for More Vets in Congress https://t.co/T0PAhopphH… https://t.co/qhS5BVOE2U",Thu Nov 08 05:21:01 +0000 2018,0.6841,0.298,0.603,0.099
299,Fox News,South Carolina voter told to remove 'Trump' shirt in order to vote: report https://t.co/xWY2EdSpDF,Thu Nov 08 05:11:00 +0000 2018,0.0,0.0,1.0,0.0
300,CNN,"Super Tuesday voting hours were extended in Nashville, Tennessee, following a devastating tornado that hit the city… https://t.co/WVw5LbC0Pv",Tue Mar 03 23:49:04 +0000 2020,-0.1027,0.168,0.647,0.185
301,CNN,"These are the times polls close in Super Tuesday primary states #CNNelection 

Follow updates:… https://t.co/v603Cc9jev",Tue Mar 03 23:45:06 +0000 2020,0.5994,0.218,0.782,0.0
302,CNN,"Former NYC Mayor Michael Bloomberg has spent $560 million on advertising, more than twice as much as any other cand… https://t.co/kl8OXjp455",Tue Mar 03 23:45:04 +0000 2020,0.0,0.0,1.0,0.0
303,CNN,"The San Diego Zoo crowdsourced the name for their new baby hippo, and the winner means ""beautiful one"" in Zulu… https://t.co/RBfg7v73Hh",Tue Mar 03 23:40:07 +0000 2020,0.8271,0.288,0.712,0.0
304,CNN,"Kanoa Igarashi, a professional surfer born and raised in the US but who will represent Japan at the upcoming 2020 O… https://t.co/5FjiaoTUfg",Tue Mar 03 23:35:04 +0000 2020,0.0,0.0,1.0,0.0
305,CNN,A Chinese student in London has been assaulted in what he calls a racist attack linked to the coronavirus. The atta… https://t.co/3LD33pPvZx,Tue Mar 03 23:30:03 +0000 2020,-0.8885,0.0,0.618,0.382
306,CNN,"A county judge has ruled that Super Tuesday voting in Davidson County, which includes Nashville, will stay open bey… https://t.co/0KjPFLiWgu",Tue Mar 03 23:28:06 +0000 2020,0.5994,0.178,0.822,0.0
307,CNN,The first presumptive case of the novel coronavirus in North Carolina is linked to a Seattle-area nursing home faci… https://t.co/NXOkiGZbEn,Tue Mar 03 23:25:08 +0000 2020,0.3182,0.113,0.887,0.0
308,CNN,Twitter is asking all of its employees worldwide to stay away from their offices until further notice to avoid spre… https://t.co/VlX52dSxDg,Tue Mar 03 23:20:05 +0000 2020,-0.296,0.0,0.901,0.099
309,CNN,"United Airlines has announced new ""flexible booking"" amid the coronavirus outbreak. The airline says it will not ch… https://t.co/PfiRwAmgTO",Tue Mar 03 23:15:06 +0000 2020,0.5719,0.217,0.783,0.0
310,CNN,"Police found more than 20,000 rounds of handgun and rifle ammunition, high capacity magazines, five tactical style… https://t.co/KmHWibL7iu",Tue Mar 03 23:10:05 +0000 2020,0.0,0.0,1.0,0.0
311,CNN,The US Navy's 6th Fleet is instituting a 14-day self-quarantine between port visits by US Navy ships in Europe over… https://t.co/RWTGxOLqSg,Tue Mar 03 23:07:13 +0000 2020,0.0,0.0,1.0,0.0
312,CNN,"A Wuhan doctor from the same department as whistleblower doctor Li Wenliang died from coronavirus on Tuesday, accor… https://t.co/6AfjQg5U3W",Tue Mar 03 23:00:14 +0000 2020,-0.5574,0.0,0.825,0.175
313,CNN,"The Tokyo 2020 Olympics ""could be postponed until later this year,"" a Japanese official says https://t.co/EtJzuanoI1",Tue Mar 03 22:50:06 +0000 2020,-0.2023,0.0,0.886,0.114
314,CNN,"8% of Iran's parliament has tested positive for coronavirus, the Deputy Parliament Speaker says https://t.co/TmibuGlrZ6",Tue Mar 03 22:40:04 +0000 2020,0.5574,0.205,0.795,0.0
315,CNN,Watch the total campaign contributions for each 2020 presidential candidate rise and fall over time… https://t.co/BTMSJLFLOU,Tue Mar 03 22:35:08 +0000 2020,0.0,0.0,1.0,0.0
316,CNN,"The Australian state of New South Wales is officially free from bushfires for the first time in more than 240 days,… https://t.co/mn5IyHSxsv",Tue Mar 03 22:30:09 +0000 2020,0.5106,0.136,0.864,0.0
317,CNN,"As COVID-19 spreads, the lack of universal health care in the US will prove catastrophic, writes one critical care… https://t.co/ymHIyT1aQp",Tue Mar 03 22:20:03 +0000 2020,-0.5574,0.119,0.593,0.289
318,CNN,What's so 'super' about Super Tuesday? @CillizzaCNN explains. https://t.co/4yQ2YUAY18 https://t.co/kmXsXlvsrY,Tue Mar 03 22:15:06 +0000 2020,0.6326,0.316,0.684,0.0
319,CNN,Apple will pay up to half a billion dollars to settle a class action lawsuit accusing it of slowing down older iPho… https://t.co/YGoVFg127h,Tue Mar 03 22:10:05 +0000 2020,-0.4588,0.0,0.783,0.217
320,BBC News (World),"RT @bbcweather: Tornadoes sweep across US states of Missouri, Kentucky and Tennessee with at least 7 fatalities reported. https://t.co/XIGx…",Tue Mar 03 14:23:37 +0000 2020,-0.5994,0.0,0.813,0.187
321,BBC News (World),"""I got my food though a secure hatch, my medication, my change of clothing""

Julie from Singapore talks candidly ab… https://t.co/RHNijXG5G4",Tue Mar 03 14:19:44 +0000 2020,0.34,0.112,0.888,0.0
322,BBC News (World),"Trump calls on Colombia to resume aerial spraying of coca crops, a practice that was suspended in 2015 after a cour… https://t.co/rZ7jONCCl2",Tue Mar 03 13:59:04 +0000 2020,-0.4767,0.0,0.86,0.14
323,BBC News (World),"RT @BBCSport: Doping postal deliveries, cool boxes hidden under beds and a culture of suspicion and cover-up. 

This is the story of how st…",Tue Mar 03 13:55:28 +0000 2020,-0.0772,0.089,0.811,0.1
324,BBC News (World),Spain backs proposed change to controversial rape laws that focuses on the importance of sexual consent https://t.co/34DbF4AdSM,Tue Mar 03 13:48:27 +0000 2020,-0.5106,0.183,0.498,0.32
325,BBC News (World),"Deadly tornadoes kill seven in Nashville, Tennessee https://t.co/VBfen4ZMCI",Tue Mar 03 12:59:33 +0000 2020,-0.6908,0.0,0.598,0.402
326,BBC News (World),"RT @BBCNews: Bond fans ask for  #NoTimeToDie delay due to coronavirus 

https://t.co/JrtLDWN56E",Tue Mar 03 12:47:36 +0000 2020,-0.3182,0.0,0.827,0.173
327,BBC News (World),EU leaders head to Greece as migrant stand-off with Turkey continues https://t.co/Lt1Sux0lDX,Tue Mar 03 12:34:11 +0000 2020,0.0,0.0,1.0,0.0
328,BBC News (World),Australian Associated Press: News agency to close after 85 years https://t.co/iUY6m4trO7,Tue Mar 03 12:13:36 +0000 2020,0.0,0.0,1.0,0.0
329,BBC News (World),"RT @BBCNews: ""I'm a virologist so I know what are on people's hands""

Dr Lindsay Broadbent says coronavirus could be passed by people shaki…",Tue Mar 03 11:53:11 +0000 2020,0.0,0.0,1.0,0.0
330,BBC News (World),Japan's Olympic minister says Tokyo 2020 Games could be postponed amid fears over coronavirus https://t.co/HBeBUl7GZB,Tue Mar 03 11:37:51 +0000 2020,-0.5574,0.0,0.739,0.261
331,BBC News (World),Mexican YouTuber who kidnapped a woman in 2018 sentenced to 50 years in prison https://t.co/1MmiI3pYPb,Tue Mar 03 11:34:18 +0000 2020,-0.5267,0.0,0.732,0.268
332,BBC News (World),Russia's President Vladimir Putin wants marriage to be defined as the union of a man and woman in a revised constit… https://t.co/nUs13OTSmB,Tue Mar 03 11:29:09 +0000 2020,0.0,0.0,1.0,0.0
333,BBC News (World),Kobe Bryant: LA sheriff says deputies took graphic crash-scene photos https://t.co/8rp9np10nf,Tue Mar 03 09:14:33 +0000 2020,0.0,0.0,1.0,0.0
334,BBC News (World),India PM Narendra Modi 'scares' millions of social followers https://t.co/vCEyr6suKV,Tue Mar 03 08:51:52 +0000 2020,0.0,0.0,1.0,0.0
335,BBC News (World),Coronavirus: China orders travellers quarantined amid outbreak https://t.co/qNiUxkq0TH,Tue Mar 03 08:17:17 +0000 2020,0.0,0.0,1.0,0.0
336,BBC News (World),RT @SallyBundockBBC: Are free meditation apps the answer for stressed staff? We discuss this trend. What do you do when you are stressed at…,Tue Mar 03 07:39:57 +0000 2020,-0.128,0.113,0.722,0.165
337,BBC News (World),William and Kate to begin three-day Ireland visit https://t.co/hKrIpxKDmN,Tue Mar 03 07:24:52 +0000 2020,0.0,0.0,1.0,0.0
338,BBC News (World),US election 2020: Joe Biden boosted on Super Tuesday https://t.co/tjPSEMOSI4,Tue Mar 03 05:06:32 +0000 2020,0.7506,0.444,0.556,0.0
339,BBC News (World),RT @SallyBundockBBC: The consumer group @WhichUK found booking a hotel room was cheaper when called directly rather than using travel websi…,Tue Mar 03 03:51:02 +0000 2020,0.0,0.0,1.0,0.0
340,The New York Times,About one-third of all delegates — which will help decide the Democratic presidential nominee — are up for grabs ac… https://t.co/XqSwqROmVp,Tue Mar 03 22:31:03 +0000 2020,0.4019,0.13,0.87,0.0
341,The New York Times,Polls will start to close at 7 p.m. Eastern for #SuperTuesday — perhaps the most important day on the U.S. presiden… https://t.co/DV5Cr6gbpr,Tue Mar 03 22:30:07 +0000 2020,0.2716,0.099,0.901,0.0
342,The New York Times,"""I thought, I can be part of something that can cure or arrest this illness,"" one man who took part in a drug study… https://t.co/bTSel8EvCn",Tue Mar 03 22:20:03 +0000 2020,-0.34,0.0,0.902,0.098
343,The New York Times,"Coronavirus map: Tracking the spread of the outbreak
https://t.co/af1ILhbqUe",Tue Mar 03 22:10:04 +0000 2020,0.0,0.0,1.0,0.0
344,The New York Times,"As the world wrestles with the spread of the coronavirus, the epidemic in Iran is a lesson in what happens when a s… https://t.co/3UF8NmAqTW",Tue Mar 03 21:50:04 +0000 2020,0.0,0.0,1.0,0.0
345,The New York Times,"RT @nytclimate: February “was not just merely a below average month,” said Daniel Swain, a UCLA climate researcher. “It was, in a lot of pl…",Tue Mar 03 21:42:11 +0000 2020,0.0,0.0,1.0,0.0
346,The New York Times,"In Miami on Tuesday, Mike Bloomberg had to be corrected by a reporter who reminded him that Elizabeth Warren, and n… https://t.co/ijebDCStph",Tue Mar 03 21:30:10 +0000 2020,0.0,0.0,1.0,0.0
347,The New York Times,A college recruiter from Oklahoma Christian University is no longer working for the school after he told a group of… https://t.co/SMYlhxah78,Tue Mar 03 21:20:02 +0000 2020,-0.296,0.0,0.891,0.109
348,The New York Times,"Breaking News: U.S. stocks and bond yields tumbled on Tuesday, suggesting investors think the Federal Reserve's int… https://t.co/WVCJdoEVVa",Tue Mar 03 21:16:40 +0000 2020,0.0,0.0,1.0,0.0
349,The New York Times,The confusion over coronavirus tests typified the struggle by the Trump administration to project confidence and pr… https://t.co/y548HJPg88,Tue Mar 03 21:00:05 +0000 2020,-0.0516,0.145,0.658,0.197
350,The New York Times,"Richard Carranza, the leader of New York City’s schools, has drawn ire from prominent white conservatives across th… https://t.co/3KzspJI2fm",Tue Mar 03 20:40:06 +0000 2020,0.3182,0.113,0.887,0.0
351,The New York Times,Mike Bloomberg's $410 million campaign strategy — a bet that blanketing the U.S. with one TV ad per every 15 second… https://t.co/jeE5MlNT9R,Tue Mar 03 20:20:04 +0000 2020,0.0,0.0,1.0,0.0
352,The New York Times,The coronavirus outbreak has hobbled Chinese factories that supply India’s vast drug industry with ingredients for… https://t.co/Ryz7kZuHoX,Tue Mar 03 20:00:10 +0000 2020,0.0,0.0,1.0,0.0
353,The New York Times,Here are some tips for cleaning your area of a plane and keeping healthy on a flight https://t.co/3tKkH0UCDc,Tue Mar 03 19:40:07 +0000 2020,0.4019,0.153,0.847,0.0
354,The New York Times,President Trump said he'd visit the Nashville area on Friday. At least 22 people have died there after a powerful s… https://t.co/apZd6mgnem,Tue Mar 03 19:30:02 +0000 2020,-0.2023,0.11,0.748,0.142
355,The New York Times,A key economic benchmark signals deep investor concern about the economy: The 10-year Treasury bond yield tumbled b… https://t.co/bqfXXONtmp,Tue Mar 03 19:25:18 +0000 2020,0.2023,0.096,0.904,0.0
356,The New York Times,"Here’s a list of frequently asked questions about the coronavirus outbreak and its symptoms
https://t.co/OOwe27eid6",Tue Mar 03 19:20:05 +0000 2020,0.0,0.0,1.0,0.0
357,The New York Times,"For this orecchiette, swap broccoli rabe for rich fennel to add a distinctive flavor profile
https://t.co/lAuldlq2nH",Tue Mar 03 19:10:52 +0000 2020,0.5574,0.205,0.795,0.0
358,The New York Times,RT @elizashapiro: New: How the fight over Stuyvesant + the specialized schools has made chancellor Richard Carranza a villain for some Asia…,Tue Mar 03 19:06:55 +0000 2020,-0.7351,0.0,0.744,0.256
359,The New York Times,Vladimir Putin has proposed a constitutional amendment banning gay marriage in Russia. Political analysts say it's… https://t.co/kzJVzSBG9y,Tue Mar 03 19:00:08 +0000 2020,0.0,0.0,1.0,0.0
360,Fox News,.@POTUS: “Hopefully we can all work together next year to continue delivering for the American people.”… https://t.co/FdLczQZN4g,Thu Nov 08 05:01:00 +0000 2018,0.0,0.0,1.0,0.0
361,Fox News,Former US Attorney Harry Litman on Whitaker &amp; Mueller probe: “I think most people think it’s unlikely that he would… https://t.co/6W1eHbZ7zZ,Thu Nov 08 04:55:00 +0000 2018,0.0,0.0,1.0,0.0
362,Fox News,Pete Davidson's 'SNL' castmate Kenan Thompson talks Dan Crenshaw joke: 'They are figuring out a way to right that w… https://t.co/MlIJF907FK,Thu Nov 08 04:50:00 +0000 2018,0.296,0.104,0.896,0.0
363,Fox News,".@jasoninthehouse: “Attorney General @jeffsessions is a patriot. He was a good Republican, and I applaud him for hi… https://t.co/lqmOqmHcJZ",Thu Nov 08 04:45:00 +0000 2018,0.7096,0.296,0.704,0.0
364,Fox News,"Tom Dupree on Acting Attorney General Matthew Whitaker: “Calls for him to recuse from Russia, I think, are meritles… https://t.co/74TWeQngjg",Thu Nov 08 04:35:00 +0000 2018,0.0,0.0,1.0,0.0
365,Fox News,"Cabinet shakeup expected after @jeffsessions pushed out, @edhenry reports @foxnewsnight https://t.co/6UTwyCpZRV https://t.co/MY7kH6s4T7",Thu Nov 08 04:25:00 +0000 2018,-0.1531,0.0,0.873,0.127
366,Fox News,"New reactions to Sessions resignation, Catherine Herridge has the story @foxnewsnight https://t.co/6UTwyCHBgv https://t.co/FaiATyMSgC",Thu Nov 08 04:14:15 +0000 2018,-0.296,0.0,0.845,0.155
367,Fox News,MLB star @Bharper3407 rejects $300M offer from Nationals: Reports (via @FoxBusiness) https://t.co/Bgfoyi7fNH,Thu Nov 08 04:05:00 +0000 2018,-0.4939,0.0,0.775,0.225
368,Fox News,Doug Schoen: Trump shouldn’t have fired Jeff Sessions – here’s why https://t.co/0ITTpZyqyx,Thu Nov 08 03:55:00 +0000 2018,-0.5574,0.0,0.735,0.265
369,Fox News,"Joseph diGenova on who could replace AG Sessions: ""@ChrisChristie would have the full confidence of @POTUS, which i… https://t.co/3eoxyIurd3",Thu Nov 08 03:52:26 +0000 2018,0.5106,0.155,0.845,0.0
370,Fox News,‘Brady Bunch’ cast to take part in TV home’s renovation: report https://t.co/rebtV4qkql,Thu Nov 08 03:48:00 +0000 2018,0.0,0.0,1.0,0.0
371,Fox News,".@TuckerCarlson: Dems' Election Message Was All 'Trump', No Substance https://t.co/CscvHQkfAX",Thu Nov 08 03:42:00 +0000 2018,-0.296,0.0,0.804,0.196
372,Fox News,"11-year-old in North Carolina charged with putting needles in Halloween candy, police say https://t.co/Dm3F07wpIt",Thu Nov 08 03:35:00 +0000 2018,-0.2023,0.0,0.878,0.122
373,Fox News,Rhino rescue? Scientists may hold key to saving northern white rhinoceros from extinction  https://t.co/VUifTtCbTk,Thu Nov 08 03:29:00 +0000 2018,0.5106,0.202,0.798,0.0
374,Fox News,"RT @FoxBusiness: Rick Scott: ""Socialism will not happen in our nation, and it's not going to happen under my watch."" https://t.co/CLNOuNnGNo",Thu Nov 08 03:23:02 +0000 2018,0.0,0.0,1.0,0.0
375,Fox News,"Democrat Colin Allred, who unseated Rep. Pete Sessions, won't say if he'll back Pelosi https://t.co/mNox8bKgiA",Thu Nov 08 03:23:00 +0000 2018,0.0,0.0,1.0,0.0
376,Fox News,Surveillance video shows Michigan woman reportedly reversing car into store https://t.co/tJr2cUsZ8a,Thu Nov 08 03:16:01 +0000 2018,0.0,0.0,1.0,0.0
377,Fox News,".@senatemajldr Mitch McConnell said Wednesday that Democrats and Republicans will have to address health care ""on a… https://t.co/xF54bEhvOA",Thu Nov 08 03:11:00 +0000 2018,0.4939,0.158,0.842,0.0
378,Fox News,Woman finds her diamond before proposal and 'ring shames' herself https://t.co/uoLHUxHeBD,Thu Nov 08 03:04:00 +0000 2018,-0.0772,0.17,0.638,0.191
379,Fox News,McDonald's customers’ $5M lawsuit over unwanted Quarter Pounder cheese dismissed by judge https://t.co/yBEvL4cAFK,Thu Nov 08 03:01:47 +0000 2018,-0.4215,0.0,0.743,0.257
380,CNN,"The US is on the brink of a larger coronavirus outbreak that may reflect uncontained spread in other countries, acc… https://t.co/9qW3U0sH1U",Tue Mar 03 22:00:06 +0000 2020,0.0,0.0,1.0,0.0
381,CNN,"While Tornado Alley in the Great Plains still leads in the number of tornadoes, more are appearing in the South. An… https://t.co/cJVxg6duZ3",Tue Mar 03 21:50:04 +0000 2020,0.6597,0.213,0.787,0.0
382,CNN,"On April 29, an asteroid estimated to be between 1.1 and 2.5 miles wide will fly by Earth. But it's not expected to… https://t.co/9WOsMYbrly",Tue Mar 03 21:40:06 +0000 2020,0.0,0.0,1.0,0.0
383,CNN,A Chinese student in London has been assaulted in what he calls a racist attack linked to the coronavirus. The atta… https://t.co/s7dX9FDqvF,Tue Mar 03 21:30:05 +0000 2020,-0.8885,0.0,0.618,0.382
384,CNN,The bride was unamused https://t.co/3jwpCzApGO,Tue Mar 03 21:20:03 +0000 2020,0.0,0.0,1.0,0.0
385,CNN,"Trump and Mullah Abdul Ghani Baradar, the Taliban's chief negotiator and one of its founding members, have spoken o… https://t.co/JizprpXYBR",Tue Mar 03 21:10:03 +0000 2020,0.0,0.0,1.0,0.0
386,CNN,"Here's what you might have missed on CNN:
▪︎ Mickey Mouse finally has his own Disney World ride
▪︎ Large asteroid t… https://t.co/sFuYBrzZ2Y",Tue Mar 03 21:00:07 +0000 2020,-0.296,0.0,0.909,0.091
387,CNN,"Cotton candy exoplanets sound like something from a futuristic version of ""Charlie and the Chocolate Factory,"" but… https://t.co/pgl2CTcAOf",Tue Mar 03 20:50:05 +0000 2020,0.3612,0.135,0.865,0.0
388,CNN,"Here's the White House questionnaire that asks which part of Trump's campaign ""most appealed"" to applicants. https://t.co/fjNvwGbJqY",Tue Mar 03 20:46:09 +0000 2020,0.0,0.0,1.0,0.0
389,CNN,"Health care spending on neck and back pain has increased each year since 1996, a new study finds, with Americans an… https://t.co/oX7YiJ646u",Tue Mar 03 20:40:06 +0000 2020,0.25,0.199,0.677,0.124
390,CNN,"In a heart-stopping video, a brown-throated sloth had to think fast, and quickly curl her arm around her falling in… https://t.co/skwTe95xV5",Tue Mar 03 20:30:06 +0000 2020,-0.1531,0.0,0.918,0.082
391,CNN,"""President Trump's favorite map doesn't take into account one very critical piece of the electoral equation: popula… https://t.co/m24bH4VHdR",Tue Mar 03 20:20:04 +0000 2020,0.1045,0.139,0.741,0.12
392,CNN,A mural with a simple message is giving hope to the residents of Nashville after a powerful tornado tore through th… https://t.co/3Wj1Vlw0qg,Tue Mar 03 20:10:06 +0000 2020,0.7964,0.336,0.664,0.0
393,CNN,Who will come out on top? 14 more states open their polls for the primary race on Tuesday. Join us for Super Tuesda… https://t.co/abjwi7Qw4f,Tue Mar 03 20:00:21 +0000 2020,0.7845,0.273,0.727,0.0
394,CNN,Candidates applying to join the President's administration will now have to explain what part of Trump's campaign m… https://t.co/aPc8a0BWUo,Tue Mar 03 19:50:05 +0000 2020,0.296,0.109,0.891,0.0
395,CNN,"The death toll from Tennessee storms rose to at least 22, officials said, with tens of thousands of people left wit… https://t.co/Ifm8DCuWna",Tue Mar 03 19:40:08 +0000 2020,-0.5994,0.0,0.843,0.157
396,CNN,The coronavirus crisis is casting an even darker shadow over the reeling oil industry. Oil prices have plunged into… https://t.co/EXVxdnx3UJ,Tue Mar 03 19:30:04 +0000 2020,-0.6249,0.0,0.823,0.177
397,CNN,An Alabama man convicted of killing three police officers in 2004 is scheduled to be executed Thursday despite ques… https://t.co/2YvOboRzUt,Tue Mar 03 19:20:07 +0000 2020,-0.6597,0.0,0.812,0.188
398,CNN,"There are now 108 confirmed and presumptive positive cases of novel coronavirus in the US, according to an update f… https://t.co/BHD37tONWd",Tue Mar 03 19:10:51 +0000 2020,0.7096,0.237,0.763,0.0
399,CNN,As anxiety surrounding the coronavirus swirls in the US and some businesses struggle to keep up with the demand for… https://t.co/hzWzuTEOcu,Tue Mar 03 19:00:06 +0000 2020,-0.5423,0.0,0.766,0.234
400,BBC News (World),Chris Matthews: TV host quits with apology for 'compliments' https://t.co/23V25R3LZ3,Tue Mar 03 03:15:05 +0000 2020,0.0516,0.118,0.882,0.0
401,BBC News (World),Letter from Africa: Fake news and Nigeria's media https://t.co/NDW6fBQpSK,Tue Mar 03 00:18:58 +0000 2020,-0.4767,0.0,0.721,0.279
402,BBC News (World),Choppy waters of Brexit threaten Danish fishing https://t.co/Mc6DCD76Vl,Tue Mar 03 00:18:58 +0000 2020,-0.3818,0.0,0.729,0.271
403,BBC News (World),"RT @BBCRosAtkins: *Latest OS video* – on just what is happening with #coronavirus in Iran? Number of cases suddenly doubling, a video from…",Mon Mar 02 22:24:49 +0000 2020,0.0772,0.061,0.939,0.0
404,BBC News (World),"Apple agrees payout over allegations it deliberately slowed down older iPhones

https://t.co/Yy1U0gMr0J",Mon Mar 02 22:11:22 +0000 2020,0.2023,0.141,0.859,0.0
